City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,egilsstadir,65.2653,-14.3948,267.1,93,100,2.06,IS,1701668354
362,brak,27.5496,14.2714,285.68,83,0,5.28,LY,1701668354
363,padang,-0.9492,100.3543,301.18,83,99,1.47,ID,1701668354
364,mount pearl,47.5166,-52.7813,272.67,83,75,1.03,CA,1701668168
365,geraldton,-28.7667,114.6,301.38,51,0,8.23,AU,1701668250
366,sao borja,-28.6606,-56.0044,294.23,95,100,6.5,BR,1701668196
367,morrope,-6.5417,-80.0111,293.21,81,91,4.88,PE,1701668355
368,olyokminsk,60.3736,120.4264,243.53,96,74,1.43,RU,1701668355
369,andergrove,-21.0833,149.1833,301.45,68,5,4.7,AU,1701668355
370,nadym,65.5333,72.5167,244.83,100,100,3.94,RU,1701668356
371,maragogi,-9.0122,-35.2225,298.29,87,18,3.48,BR,1701668356
372,kolwezi,-10.7148,25.4667,290.64,96,100,2.64,CD,1701668356
373,nogliki,51.8333,143.1667,270.01,73,100,4.92,RU,1701668356
374,pobugskoye,48.1658,30.5927,270.9,81,11,3.14,UA,1701668357
375,kasane,-17.8167,25.15,297.2,43,0,1.54,BW,1701668357
376,mezhdurechenskiy,59.6,65.9333,252.49,84,70,1.62,RU,1701668357
377,flying fish cove,-10.4217,105.6791,300.97,69,100,5.66,CX,1701668357
378,hadibu,12.65,54.0333,299.14,63,100,7.7,YE,1701668358
379,beli,7.8587,10.9719,296.26,42,65,0.53,NG,1701668358
380,ete,7.05,7.45,295.68,94,51,1.45,NG,1701668358
381,katsuura,35.1333,140.3,285.88,42,13,1.62,JP,1701668358
382,midvagur,62.0511,-7.1939,274.61,75,75,2.06,FO,1701668359
383,chita,52.0333,113.55,264.09,72,78,0.0,RU,1701668359
384,cullera,39.1667,-0.25,284.74,68,100,2.24,ES,1701668359
385,chokwe,-24.5333,32.9833,300.26,51,30,1.84,MZ,1701668359
386,taroudant,30.4703,-8.877,289.51,41,22,2.45,MA,1701668359
387,kargopol',61.5071,38.9456,261.32,97,100,1.44,RU,1701668360
388,namibe,-15.1961,12.1522,295.76,88,100,1.38,AO,1701668360
389,igarka,67.4667,86.5833,234.84,99,15,2.68,RU,1701668360
390,kurumkan,54.3,110.3,263.22,89,100,1.34,RU,1701668360
391,mazagao,-0.115,-51.2894,301.18,92,96,1.99,BR,1701668361
392,porto torres,40.835,8.3972,282.81,65,81,2.83,IT,1701668361
393,yelizovo,53.1873,158.3805,268.23,50,75,4.0,RU,1701668361
394,kigoma,-4.8769,29.6267,294.03,94,100,1.48,TZ,1701668361
395,calvinia,-31.4707,19.776,285.05,71,0,1.54,ZA,1701668361
396,codrington,-38.2667,141.9667,295.87,44,91,7.9,AU,1701668362
397,boende,-0.2167,20.8667,294.86,97,100,0.42,CD,1701668362
398,parabel',58.6978,81.4825,249.77,91,89,7.6,RU,1701668362
399,misratah,32.3754,15.0925,291.54,58,97,9.47,LY,1701668362
400,vorgashor,67.5833,63.95,245.33,94,80,2.37,RU,1701668363
401,polyarnyy,69.1989,33.4478,266.99,95,100,2.3,RU,1701668363
402,hirara,24.8,125.2833,294.07,100,75,4.12,JP,1701668363
403,barbacoas,1.6715,-78.1398,297.32,97,100,0.77,CO,1701668363
404,sinabang,2.4803,96.3801,302.2,71,99,1.2,ID,1701668364
405,pahrump,36.2083,-115.9839,283.88,51,70,1.28,US,1701668295
406,pervomayskiy,53.2485,40.2871,263.59,92,100,6.8,RU,1701668364
407,kamiiso,41.8167,140.65,280.36,57,75,3.6,JP,1701668364
408,tofol,5.3248,163.0078,299.03,94,100,4.12,FM,1701668365
409,talnakh,69.4865,88.3972,239.08,84,13,1.13,RU,1701668365
410,chipata,-13.6333,32.65,297.85,46,5,1.72,ZM,1701668365
411,sorong,-0.8833,131.25,302.48,72,54,3.35,ID,1701668278
412,sangkhla buri,15.1555,98.4536,305.55,47,93,1.09,TH,1701668365
413,ambon,-3.6954,128.1814,306.23,62,40,3.6,ID,1701668366
414,al mawsil al jadidah,36.3346,43.0978,287.74,48,40,1.11,IQ,1701668366
415,papao,-17.75,-149.55,301.97,82,95,11.71,PF,1701668367
416,yuzhno-kurilsk,44.0306,145.8556,277.25,68,52,5.27,RU,1701668367
417,yemel'yanovo,56.1681,92.6767,271.62,86,75,11.18,RU,1701668367
418,monrovia,6.3005,-10.7969,298.02,82,79,0.72,LR,1701668367
419,kataba,13.9833,44.3833,288.63,30,2,1.98,YE,1701668367
420,turkmenbasy,40.0222,52.9552,287.58,54,0,6.17,TM,1701668368
421,kerikeri,-35.2268,173.9474,295.32,90,100,0.45,NZ,1701668368
422,dawesville,30.9224,-84.0091,292.97,97,40,0.89,US,1701668368
423,atuntaqui,0.3333,-78.2167,285.23,89,75,1.9,EC,1701668368
424,rabaul,-4.1967,152.1721,300.59,80,100,2.1,PG,1701668369
425,tosontsengel,48.7567,98.2839,273.61,63,100,9.63,MN,1701668369
426,save,8.0425,2.486,296.54,93,9,1.11,BJ,1701668369
427,berezovyy,51.6667,135.7,263.58,84,100,0.74,RU,1701668370
428,ozd,48.2167,20.3,269.83,78,20,0.83,HU,1701668370
429,santa ines,-3.6667,-45.38,296.07,94,28,1.4,BR,1701668167
430,lalibela,12.0333,39.0333,291.39,39,47,0.43,ET,1701668370
431,albertina,-22.2008,-46.6158,293.34,69,24,1.12,BR,1701668370
432,ulsteinvik,62.3432,5.8487,273.57,76,42,1.34,NO,1701668371
433,mariehamn,60.0973,19.9348,271.38,86,75,3.09,AX,1701668371
434,mayisad,19.1667,-72.1333,292.86,95,4,1.51,HT,1701668371
435,harper,4.375,-7.7169,299.05,86,5,2.63,LR,1701668371
436,vila nova de foz coa,41.0637,-7.2039,281.22,94,89,3.05,PT,1701668371
437,bechar,31.6167,-2.2167,279.33,52,0,1.54,DZ,1701668372
438,newbridge,55.9333,-3.4,275.67,94,75,1.03,GB,1701668372
439,kaitong,44.8135,123.15,272.46,72,2,2.5,CN,1701668372
440,port-vila,-17.7338,168.3219,302.93,74,40,5.14,VU,1701668372
441,brisas de zicatela,15.8369,-97.0419,297.44,69,0,4.12,MX,1701668373
442,muynoq,43.7683,59.0214,284.22,54,84,5.14,UZ,1701668373
443,craigavon,54.4471,-6.387,277.94,80,100,5.94,GB,1701668373
444,new plymouth,-39.0667,174.0833,289.44,90,75,1.43,NZ,1701668373
445,salair,54.2312,85.7972,263.11,88,100,7.21,RU,1701668373
446,turuntayevo,52.2,107.6167,258.2,79,100,2.01,RU,1701668374
447,roma,43.2128,-75.4557,280.22,94,100,2.68,US,1701668374
448,mejit,10.2753,170.8646,300.47,76,94,9.42,MH,1701668374
449,haradok,55.4624,29.9816,263.21,100,95,1.49,BY,1701668374
450,trairi,-3.2778,-39.2689,298.8,81,42,2.75,BR,1701668375
451,pala,9.3642,14.9046,296.34,21,75,2.54,TD,1701668375
452,la'ie,21.6477,-157.9253,300.13,83,14,1.79,US,1701668375
453,cannonvale,-20.2833,148.7,301.81,65,8,3.09,AU,1701668375
454,santarem,-2.4431,-54.7083,301.22,74,75,2.06,BR,1701668376
455,carolina,18.3808,-65.9574,298.17,83,20,0.89,PR,1701668296
456,salinopolis,-0.6136,-47.3561,299.32,87,84,3.72,BR,1701668344
457,sakaiminato,35.55,133.2333,287.14,47,20,3.09,JP,1701668376
458,toamasina,-18.1667,49.3833,298.15,78,75,5.66,MG,1701668377
459,banikoara,11.2985,2.4386,293.76,15,62,1.74,BJ,1701668377
460,monchegorsk,67.9397,32.8739,261.54,98,100,0.46,RU,1701668377
461,ust'-ilimsk,58.0006,102.6619,270.06,91,100,3.58,RU,1701668377
462,kulhudhuffushi,6.6221,73.07,301.86,74,52,3.95,MV,1701668377
463,karystos,38.0133,24.4161,291.16,86,69,1.79,GR,1701668378
464,thinadhoo,0.5333,72.9333,301.24,76,78,2.69,MV,1701668378
465,hell-ville,-13.4,48.2667,302.08,76,40,1.03,MG,1701668378
466,severo-yeniseyskiy,60.3725,93.0408,252.91,97,100,4.92,RU,1701668378
467,san luis de la loma,17.2706,-100.8939,298.38,83,82,1.63,MX,1701668378
468,wheelersburg,38.7304,-82.8555,280.54,87,75,0.0,US,1701668379
469,bokani,9.4333,5.2,293.29,22,20,1.08,NG,1701668379
470,port hueneme,34.1478,-119.1951,291.05,73,0,2.57,US,1701668379
471,opuwo,-18.0607,13.84,295.2,69,91,1.62,NA,1701668379
472,pyt-yakh,60.7499,72.8582,244.07,92,7,2.31,RU,1701668379
473,praskoveya,44.7444,44.2031,284.49,56,99,1.64,RU,1701668380
474,warwick,41.7001,-71.4162,281.64,92,100,2.57,US,1701668187
475,maintirano,-18.0667,44.0167,302.77,60,63,1.32,MG,1701668380
476,naco,31.3347,-109.9483,281.2,30,3,1.45,MX,1701668380
477,westport,41.1415,-73.3579,281.66,91,20,0.0,US,1701668291
478,vila velha,-20.3297,-40.2925,299.12,88,40,3.58,BR,1701668381
479,capao da canoa,-29.7456,-50.0097,294.06,96,100,6.02,BR,1701668381
480,bada,51.392,109.8717,270.17,64,96,1.4,RU,1701668381
481,fiche,9.8,38.7333,286.84,39,42,2.13,ET,1701668381
482,lethbridge,49.7,-112.8186,277.42,56,0,10.29,CA,1701668314
483,guiyang,26.5833,106.7167,282.42,87,100,2.0,CN,1701668382
484,prince george,53.9166,-122.753,273.85,90,75,7.2,CA,1701668382
485,teguise,29.0605,-13.564,287.27,77,0,3.6,ES,1701668382
486,trincomalee,8.5711,81.2335,302.97,70,54,5.9,LK,1701668382
487,maceio,-9.6658,-35.7353,298.84,100,75,2.06,BR,1701668382
488,cheongju-si,36.6372,127.4897,281.13,39,0,1.03,KR,1701668383
489,yeonggwang,35.275,126.5094,281.96,58,64,2.11,KR,1701668383
490,castro,-24.7911,-50.0119,291.45,98,91,0.91,BR,1701668383
491,hagere maryam,5.6333,38.2333,292.37,43,9,3.65,ET,1701668131
492,bamboo flat,11.7,92.7167,302.2,84,75,3.6,IN,1701668383
493,dumas,35.8656,-101.9732,271.78,54,0,3.09,US,1701668344
494,puerto armuelles,8.2833,-82.8667,299.87,68,99,1.34,PA,1701668384
495,longjiang,47.3303,123.1836,272.49,64,1,1.74,CN,1701668384
496,targuist,34.9377,-4.3186,281.32,40,80,2.16,MA,1701668384
497,bambanglipuro,-7.95,110.2833,301.52,74,99,3.69,ID,1701668384
498,shakargarh,32.2623,75.1668,294.87,33,61,0.39,PK,1701668385
499,tabou,4.423,-7.3528,298.93,87,0,2.44,CI,1701668385
500,ed damer,17.5928,33.9592,298.8,56,5,3.56,SD,1701668385
501,korsakov,46.6328,142.7813,277.06,75,79,8.57,RU,1701668385
502,faya-largeau,17.9257,19.1043,293.99,14,1,5.63,TD,1701668385
503,turiacu,-1.6633,-45.3717,297.2,94,75,1.52,BR,1701668332
504,taulaga,-11.0553,-171.0883,301.62,76,37,8.18,AS,1701668386
505,tulun,54.5611,100.5792,272.07,95,100,3.41,RU,1701668386
506,arambol,15.6868,73.7045,302.09,44,95,0.9,IN,1701668386
507,carrizo springs,28.5219,-99.8606,283.49,81,0,0.0,US,1701668386
508,kismayo,-0.3582,42.5454,302.51,70,59,6.5,SO,1701668386
509,cruz del eje,-30.7264,-64.8039,285.98,50,100,4.81,AR,1701668387
510,sompeta,18.9333,84.6,296.26,80,100,2.96,IN,1701668387
511,rikaze,29.25,88.8833,278.27,14,35,1.73,CN,1701668387
512,tsiombe,-25.3,45.4833,300.71,45,1,5.37,MG,1701668387
513,timmins,48.4669,-81.3331,261.05,85,75,2.57,CA,1701668195
514,thames,-37.1333,175.5333,292.83,95,89,0.29,NZ,1701668388
515,port hedland,-20.3167,118.5667,306.18,55,4,6.69,AU,1701668388
516,bocaiuva,-17.1078,-43.815,293.35,87,67,0.6,BR,1701668298
517,cartagena del chaira,1.3349,-74.8429,295.49,85,78,1.12,CO,1701668388
518,veraval,20.9,70.3667,301.72,57,9,5.43,IN,1701668388
519,manay,7.215,126.5397,302.81,69,84,3.54,PH,1701668389
520,tutoia,-2.7619,-42.2744,299.56,79,96,3.75,BR,1701668228
521,australind,-33.2667,115.7167,295.76,54,100,5.86,AU,1701668389
522,xunchang,28.4543,104.715,287.23,62,100,0.48,CN,1701668389
523,malyn,50.7723,29.2383,265.66,96,56,4.11,UA,1701668389
524,shevchenko,48.5,35.0,272.35,66,96,4.63,UA,1701668390
525,kawambwa,-9.7915,29.0791,292.86,87,87,1.23,ZM,1701668390
526,okha,53.5739,142.9478,262.6,93,100,3.82,RU,1701668390
527,funafuti,-8.5243,179.1942,305.15,74,75,3.09,TV,1701668390
528,nasiriyah,31.0521,46.261,291.76,32,0,2.7,IQ,1701668391
529,igrim,63.1906,64.4162,249.01,95,97,1.59,RU,1701668391
530,amahai,-3.3333,128.9167,303.09,69,27,3.19,ID,1701668391
531,nichinan,31.6,131.3667,287.97,54,87,1.9,JP,1701668391
532,dange,12.8513,5.3471,293.22,23,38,3.68,NG,1701668391
533,buritizeiro,-17.3511,-44.9622,293.6,93,18,0.22,BR,1701668392
534,tabora,-5.0167,32.8,295.36,79,91,0.84,TZ,1701668392
535,shchyolkino,45.4291,35.8223,280.68,93,100,7.59,UA,1701668392
536,rawai,7.7797,98.3253,303.21,78,82,5.66,TH,1701668392
537,sangaria,29.8,74.45,296.05,34,0,1.03,IN,1701668392
